Action,FileName,Role,State,Posture,Weather,TimeOfDay,TimeRemaining,RoundDuration,Capacity,Military,HRA,Scientist,Medic,GameNumber,RoundNumber,GameInstanceID,StartTimestamp,OperatorName,PlayerName
squish,data/data/test_images/healthy/g_0147_d_s_cropped.png,elderly,healthy,standing,sunny,day,32,51,5,760,660,740,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/do_0077_d_s_cropped.png,doctor,healthy,standing,sunny,day,30,51,5,740,620,740,400,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/p_c_0183_n_r_cropped.png,police,corpse,injured,rain,night,28,51,6,780,660,740,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/m_c_0057_n_r_cropped.png,business,corpse,injured,rain,night,25,51,6,760,660,740,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/do_z_0176_d_s_cropped.png,doctor,zombie,standing,sunny,day,23,51,6,740,660,740,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_do_0160_n_r_s_cropped.png,default,zombie,standing,rain,night,21,51,6,780,620,720,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/p_0190_d_i_cropped.png,police,injured,injured,sunny,day,18,51,6,820,580,700,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/do_c_0142_n_r_cropped.png,doctor,corpse,injured,rain,night,15,51,7,840,600,700,480,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/do_0117_n_r_i_cropped.png,doctor,injured,injured,rain,night,12,51,7,820,600,700,480,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/m_0163_n_r_i_cropped.png,business,injured,injured,rain,night,10,51,7,820,600,700,440,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/g_z_0099_d_s_cropped.png,elderly,zombie,standing,sunny,day,8,51,7,820,600,700,400,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/healthy/g_0113_d_s_cropped.png,elderly,healthy,standing,sunny,day,5,51,7,860,560,680,400,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/g_0141_d_i_cropped.png,elderly,injured,injured,sunny,day,1,51,7,840,560,680,380,2,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/m_0006_d_i_cropped.png,business,injured,injured,sunny,day,38,41,0,500,500,500,500,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/m_c_0055_d_cropped.png,business,corpse,injured,sunny,day,36,41,0,500,500,500,460,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/corpse/g_c_0021_n_r_cropped.png,elderly,corpse,injured,rain,night,33,41,0,480,500,500,460,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/healthy/g_0085_n_r_s_cropped.png,elderly,healthy,standing,rain,night,30,41,1,480,500,500,440,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/m_0048_d_i_cropped.png,business,injured,injured,sunny,day,27,41,1,460,500,500,420,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/g_0050_n_r_i_cropped.png,elderly,injured,injured,rain,night,25,41,1,460,500,500,380,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/h_0100_n_r_s_cropped.png,default,healthy,standing,rain,night,23,41,2,360,540,500,440,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/corpse/do_c_0146_n_r_cropped.png,doctor,corpse,injured,rain,night,20,41,3,320,580,580,400,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0101_d_s_cropped.png,business,healthy,standing,sunny,day,16,41,4,320,580,580,380,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/injured/g_0086_n_r_i_cropped.png,elderly,injured,injured,rain,night,13,41,5,360,620,600,380,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/do_c_0129_d_cropped.png,doctor,corpse,injured,sunny,day,9,41,5,360,600,600,340,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/h_0079_d_i_cropped.png,default,injured,injured,sunny,day,7,41,5,340,600,600,340,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0039_n_r_s_cropped.png,business,zombie,standing,rain,night,4,41,6,300,640,680,300,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/do_0178_n_r_i_cropped.png,doctor,injured,injured,rain,night,1,41,6,340,600,660,300,3,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/do_c_0129_d_cropped.png,doctor,corpse,injured,sunny,day,73,77,0,320,640,660,380,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0152_d_s_cropped.png,police,healthy,standing,sunny,day,70,77,0,300,640,660,380,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0113_d_s_cropped.png,business,zombie,standing,sunny,day,67,77,1,380,660,660,380,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/m_0018_d_i_cropped.png,business,injured,injured,sunny,day,64,77,1,420,620,640,380,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0005_d_s_cropped.png,business,zombie,standing,sunny,day,62,77,1,420,620,640,340,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0165_d_s_cropped.png,police,healthy,standing,sunny,day,59,77,1,460,580,620,340,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/do_0030_n_r_i_cropped.png,doctor,injured,injured,rain,night,56,77,2,540,600,620,340,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0170_n_r_s_cropped.png,police,healthy,standing,rain,night,54,77,2,540,600,620,300,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/m_c_0072_n_r_cropped.png,business,corpse,injured,rain,night,50,77,3,620,620,620,300,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_0134_d_s_cropped.png,default,zombie,standing,sunny,day,46,77,3,600,620,620,300,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0065_d_s_cropped.png,police,healthy,standing,sunny,day,44,77,3,640,580,600,300,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/do_c_0133_d_cropped.png,doctor,corpse,injured,sunny,day,41,77,4,720,600,600,300,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/h_0022_d_s_cropped.png,default,healthy,standing,sunny,day,38,77,4,700,600,600,300,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/h_0198_n_r_i_cropped.png,default,injured,injured,rain,night,36,77,5,660,640,680,260,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/h_0070_n_r_s_cropped.png,default,healthy,standing,rain,night,34,77,6,620,680,760,220,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/do_z_0018_d_s_cropped.png,doctor,zombie,standing,sunny,day,32,77,7,580,720,840,180,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0178_n_r_s_cropped.png,police,healthy,standing,rain,night,30,77,7,620,680,820,180,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0186_n_r_s_cropped.png,business,healthy,standing,rain,night,28,77,8,700,700,820,180,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0198_n_r_s_cropped.png,business,zombie,standing,rain,night,25,77,9,740,740,840,180,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/do_0094_n_r_i_cropped.png,doctor,injured,injured,rain,night,22,77,9,780,700,820,180,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0170_n_r_s_cropped.png,business,zombie,standing,rain,night,19,77,9,780,700,820,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/g_z_0015_d_s_cropped.png,elderly,zombie,standing,sunny,day,16,77,9,820,660,800,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0070_n_r_s_cropped.png,police,healthy,standing,rain,night,14,77,9,800,660,800,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/do_c_0010_d_cropped.png,doctor,corpse,injured,sunny,day,11,77,10,880,680,800,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/z_0069_n_r_s_cropped.png,default,zombie,standing,rain,night,8,77,10,860,680,800,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_0080_n_r_s_cropped.png,default,zombie,standing,rain,night,6,77,10,840,680,800,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/p_c_0109_d_cropped.png,police,corpse,injured,sunny,day,3,77,10,880,640,780,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/c_0195_n_r_cropped.png,default,corpse,injured,rain,night,0,77,10,860,640,780,140,3,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/m_z_0189_d_s_cropped.png,business,zombie,standing,sunny,day,52,56,0,840,640,780,140,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/p_0154_d_i_cropped.png,police,injured,injured,sunny,day,50,56,0,820,640,780,140,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/m_c_0101_n_r_cropped.png,business,corpse,injured,rain,night,46,56,0,820,620,780,100,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/m_0170_d_i_cropped.png,business,injured,injured,sunny,day,45,56,0,800,620,780,100,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/g_z_0020_n_r_s_cropped.png,elderly,zombie,standing,rain,night,42,56,0,800,620,780,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0138_d_s_cropped.png,police,healthy,standing,sunny,day,40,56,0,840,580,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/m_z_0063_d_s_cropped.png,business,zombie,standing,sunny,day,38,56,1,920,600,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/h_0164_n_r_i_cropped.png,default,injured,injured,rain,night,35,56,1,900,600,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/p_c_0098_n_r_cropped.png,police,corpse,injured,rain,night,32,56,1,880,600,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/g_z_0150_n_r_s_cropped.png,elderly,zombie,standing,rain,night,30,56,1,860,600,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0142_d_s_cropped.png,business,healthy,standing,sunny,day,28,56,1,900,560,740,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/p_0123_n_r_s_cropped.png,police,healthy,standing,rain,night,26,56,2,940,600,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_do_0180_n_r_s_cropped.png,default,zombie,standing,rain,night,23,56,3,1000,620,760,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/g_0082_n_r_s_cropped.png,elderly,healthy,standing,rain,night,21,56,3,1000,580,740,60,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_0060_n_r_s_cropped.png,default,zombie,standing,rain,night,18,56,4,960,620,740,80,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/g_0089_n_r_i_cropped.png,elderly,injured,injured,rain,night,16,56,4,1000,580,720,80,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/p_c_0064_n_r_cropped.png,police,corpse,injured,rain,night,14,56,5,900,620,720,140,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0160_d_s_cropped.png,business,healthy,standing,sunny,day,12,56,5,900,600,720,140,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/do_0078_n_r_s_cropped.png,doctor,healthy,standing,rain,night,9,56,6,940,640,740,140,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/c_0113_n_r_cropped.png,default,corpse,injured,rain,night,7,56,7,980,680,740,180,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/m_z_0187_d_s_cropped.png,business,zombie,standing,sunny,day,5,56,7,960,680,740,180,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/do_0046_n_r_s_cropped.png,doctor,healthy,standing,rain,night,2,56,7,940,680,740,180,3,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/g_c_0030_n_r_cropped.png,elderly,corpse,injured,rain,night,62,65,0,500,500,500,500,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0187_n_r_s_cropped.png,business,healthy,standing,rain,night,60,65,0,480,500,500,500,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/g_c_0160_d_cropped.png,elderly,corpse,injured,sunny,day,56,65,1,520,540,520,500,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/do_z_0192_d_s_cropped.png,doctor,zombie,standing,sunny,day,54,65,1,500,540,520,500,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/p_0031_n_r_i_cropped.png,police,injured,injured,rain,night,51,65,1,540,500,500,500,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/do_z_0143_d_s_cropped.png,doctor,zombie,standing,sunny,day,49,65,2,560,520,500,540,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_0105_n_r_s_cropped.png,default,zombie,standing,rain,night,47,65,2,600,480,480,540,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/p_c_0177_n_r_cropped.png,police,corpse,injured,rain,night,45,65,2,640,440,460,540,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/g_0068_d_i_cropped.png,elderly,injured,injured,sunny,day,43,65,2,640,420,460,540,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/g_z_0172_n_r_s_cropped.png,elderly,zombie,standing,rain,night,38,65,3,540,460,460,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/do_c_0132_n_r_cropped.png,doctor,corpse,injured,rain,night,36,65,3,580,420,440,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/m_0139_d_i_cropped.png,business,injured,injured,sunny,day,34,65,3,580,400,440,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/g_z_0170_n_r_s_cropped.png,elderly,zombie,standing,rain,night,31,65,4,560,440,460,640,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/h_0068_d_i_cropped.png,default,injured,injured,sunny,day,28,65,4,540,440,460,640,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/c_0132_n_r_cropped.png,default,corpse,injured,rain,night,25,65,5,500,480,540,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/p_c_0056_n_r_cropped.png,police,corpse,injured,rain,night,22,65,5,500,460,540,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/m_0016_n_r_i_cropped.png,business,injured,injured,rain,night,17,65,5,500,440,540,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/g_z_0136_n_r_s_cropped.png,elderly,zombie,standing,rain,night,15,65,5,500,440,540,560,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/p_0142_n_r_i_cropped.png,police,injured,injured,rain,night,12,65,5,480,440,540,560,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/do_0118_d_s_cropped.png,doctor,healthy,standing,sunny,day,10,65,6,500,460,540,600,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0059_d_s_cropped.png,business,healthy,standing,sunny,day,8,65,7,540,500,540,640,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0187_d_s_cropped.png,business,healthy,standing,sunny,day,7,65,8,580,540,560,640,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/healthy/h_0124_n_r_s_cropped.png,default,healthy,standing,rain,night,4,65,9,620,580,580,640,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/p_c_0093_n_r_cropped.png,police,corpse,injured,rain,night,1,65,9,600,580,580,640,4,1,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0136_d_s_cropped.png,business,healthy,standing,sunny,day,46,49,0,580,580,580,640,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0074_n_r_s_cropped.png,business,zombie,standing,rain,night,44,49,1,620,620,600,640,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/p_0066_d_i_cropped.png,police,injured,injured,sunny,day,42,49,1,660,580,580,640,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_0164_d_s_cropped.png,default,zombie,standing,sunny,day,40,49,2,680,600,580,680,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/g_0108_d_s_cropped.png,elderly,healthy,standing,sunny,day,38,49,2,720,560,560,680,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/g_0118_d_i_cropped.png,elderly,injured,injured,sunny,day,35,49,3,680,600,560,700,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/c_0068_n_r_cropped.png,default,corpse,injured,rain,night,34,49,4,580,640,560,760,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/z_0056_d_s_cropped.png,default,zombie,standing,sunny,day,32,49,4,580,620,560,760,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/g_z_0054_n_r_s_cropped.png,elderly,zombie,standing,rain,night,30,49,4,620,580,540,760,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/zombie/g_z_0123_n_r_s_cropped.png,elderly,zombie,standing,rain,night,27,49,4,600,580,540,760,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/do_0022_n_r_i_cropped.png,doctor,injured,injured,rain,night,24,49,4,580,580,540,760,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/p_c_0147_d_cropped.png,police,corpse,injured,sunny,day,22,49,5,560,620,540,840,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/h_0119_n_r_i_cropped.png,default,injured,injured,rain,night,19,49,5,560,600,540,840,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/m_0023_d_i_cropped.png,business,injured,injured,sunny,day,16,49,6,520,640,620,800,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/corpse/c_0009_d_cropped.png,default,corpse,injured,sunny,day,12,49,7,500,680,640,840,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
skip,data/data/test_images/injured/do_0119_n_r_i_cropped.png,doctor,injured,injured,rain,night,10,49,7,480,680,640,840,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/healthy/m_0079_n_r_s_cropped.png,business,healthy,standing,rain,night,7,49,7,480,680,640,800,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/m_z_0182_n_r_s_cropped.png,business,zombie,standing,rain,night,5,49,8,520,720,660,800,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/do_0174_d_i_cropped.png,doctor,injured,injured,sunny,day,2,49,8,560,680,640,800,4,2,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/zombie/do_z_0045_d_s_cropped.png,doctor,zombie,standing,sunny,day,51,54,0,540,720,640,880,4,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
squish,data/data/test_images/corpse/p_c_0188_d_cropped.png,police,corpse,injured,sunny,day,50,54,0,580,680,620,880,4,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
save,data/data/test_images/injured/do_0020_d_i_cropped.png,doctor,injured,injured,sunny,day,48,54,0,580,660,620,880,4,3,308432a4-ec29-4045-9ca0-1c38bb771e2f,2025-07-28 17:08:44.258,jimmy,204
